nume,ids,cod,activitate,disciplină,coddisc,nivel,act normativ,competență generală
Explorarea calității de persoană pe care o are orice om,1.1.,edciv3-1.1,"exerciții de colorare, în desene/contururi date, a imaginilor care",Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Explorarea calității de persoană pe care o are orice om,1.1.,edciv3-1.1,"exerciții de prezentare, în perechi, a propriei persoane (a unor aspecte",Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Explorarea calității de persoană pe care o are orice om,1.1.,edciv3-1.1,"realizarea și discutarea, în perechi, a portretului colegului de bancă",Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Explorarea calității de persoană pe care o are orice om,1.1.,edciv3-1.1,discuții referitoare la asemănările și deosebirile dintre persoane,Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Identificarea unor trăsături morale definitorii ale persoanei,1.2.,edciv3-1.2,"recunoașterea, în situații diferite, a trăsăturilor unor personaje (de  exemplu, prezentate în povești, fabule, desene animate familiare elevilor)",Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Identificarea unor trăsături morale definitorii ale persoanei,1.2.,edciv3-1.2,"exerciții de identificare a trăsăturilor persoanei manifestate în contexte familiare elevilor (la școală, în familie, în grupul de prieteni, în locuri publice)",Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Identificarea unor trăsături morale definitorii ale persoanei,1.2.,edciv3-1.2,"discutarea, în grupuri mici, a moralei unor fabule, a unor proverbe care ilustrează trăsături ale persoanei",Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Identificarea unor trăsături morale definitorii ale persoanei,1.2.,edciv3-1.2,exerciții de apreciere a propriilor trăsături manifestate în contexte familiare,Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Identificarea unor trăsături morale definitorii ale persoanei,1.2.,edciv3-1.2,"ilustrarea prin desen, pictură, modelaj a unor comportamente morale/imorale ale unor personaje",Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Explorarea grupurilor mici și a regulilor grupului,1.3.,edciv3-1.3,"recunoașterea, în situații date, a grupurilor mici din care face parte elevul (familia, grupul de joacă, grupul de învățare)",Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Explorarea grupurilor mici și a regulilor grupului,1.3.,edciv3-1.3,"discuții despre grupurile mici din care elevul face parte și despre regulile grupului, pornind de la imagini, texte, cazuri date",Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
Explorarea grupurilor mici și a regulilor grupului,1.3.,edciv3-1.3,"realizarea, în grupuri mici, la alegerea elevilor, a unor povestiri, dialoguri,dramatizări privind activitățile grupurilor din care fac parte elevii",Educație civică,edciv3,cl3,Ordin al ministrului educației naționale nr. 5003 / 02.12.2014,Aplicarea unor norme de conduită în viața cotidiană
